# EulerBlock derivatives output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil

# Grid size (ii, jj)
      61      49

# Derivatives with respect to the following function (f)
cl_jlow 

# df/dMach_inf
 1.74752293E+00

# df/dalpha_inf [rad]
 1.18397604E+01

# Nodal derivatives
# i, j, X, Y, df/dX, df/dY
      49 ,       10 ,  6.58832067E-01 ,  1.27025677E-01 , -1.41608979E-04 ,  1.71984581E-05
      50 ,       10 ,  7.08178078E-01 ,  1.22602152E-01 , -6.45951327E-06 , -9.47328840E-05
      51 ,       10 ,  7.55156052E-01 ,  1.17627796E-01 ,  2.49069003E-05 , -1.12666479E-04
      52 ,       10 ,  7.99272116E-01 ,  1.12248866E-01 , -5.96697975E-05 , -7.33639368E-05
      53 ,       10 ,  8.40144140E-01 ,  1.06567974E-01 , -1.86033235E-04 , -4.56985816E-04
      54 ,       10 ,  8.77566377E-01 ,  1.00588823E-01 , -1.26459526E-03 ,  5.56545772E-04
      55 ,       10 ,  9.11572403E-01 ,  9.41507388E-02 ,  1.50386474E-04 ,  3.91647675E-04
      56 ,       10 ,  9.42452541E-01 ,  8.68503400E-02 , -2.24610467E-03 , -5.08647830E-04
      57 ,       10 ,  9.70658397E-01 ,  7.79254069E-02 , -2.58341170E-03 , -1.91286151E-03
      58 ,       10 ,  9.96470354E-01 ,  6.60565081E-02 , -1.59024409E-03 , -2.29442268E-03
      59 ,       10 ,  1.01909555E+00 ,  4.91834067E-02 , -3.28762147E-03 ,  1.01205370E-03
      60 ,       10 ,  1.03479668E+00 ,  2.54351056E-02 ,  6.74556727E-03 ,  1.28175192E-03
      61 ,       10 ,  1.03668472E+00 , -1.88316221E-03 , -1.31086366E-01 , -1.46035368E-02
       1 ,       11 ,  1.04471673E+00 , -2.25567642E-03 ,  8.98075694E-02 , -5.04541354E-02
       2 ,       11 ,  1.03974383E+00 , -3.23626063E-02 ,  1.33740774E-02 ,  6.17193497E-03
       3 ,       11 ,  1.02133068E+00 , -5.75657668E-02 ,  7.00866755E-03 , -4.93816006E-03
       4 ,       11 ,  9.96165645E-01 , -7.49431441E-02 ,  2.52295225E-03 ,  4.42845773E-03
       5 ,       11 ,  9.68272827E-01 , -8.63907719E-02 ,  1.54522768E-03 ,  1.23831787E-05
       6 ,       11 ,  9.38729252E-01 , -9.42163593E-02 ,  1.18402349E-03 , -1.19837422E-05
       7 ,       11 ,  9.07338439E-01 , -1.00004629E-01 ,  2.27647983E-04 ,  2.17653902E-04
       8 ,       11 ,  8.73587641E-01 , -1.04749744E-01 , -4.19416484E-05 ,  1.58481773E-04
       9 ,       11 ,  8.37029483E-01 , -1.09081683E-01 , -3.66536925E-05 ,  1.01450267E-04
      10 ,       11 ,  7.97417982E-01 , -1.13391079E-01 ,  2.44028530E-05 ,  6.47096601E-05
      11 ,       11 ,  7.54733645E-01 , -1.17883093E-01 ,  3.42378928E-05 , -5.34333903E-05
      12 ,       11 ,  7.09153379E-01 , -1.22603075E-01 ,  1.01435614E-04 ,  1.64643226E-04
      13 ,       11 ,  6.61001706E-01 , -1.27457830E-01 ,  4.97774792E-05 , -4.61916543E-05
      14 ,       11 ,  6.10707283E-01 , -1.32241246E-01 ,  9.74451769E-06 , -8.53090227E-06
      15 ,       11 ,  5.58773977E-01 , -1.36666399E-01 , -4.55980948E-06 ,  1.29807401E-05
      16 ,       11 ,  5.05765068E-01 , -1.40404396E-01 ,  1.98893481E-05 ,  5.16208668E-05
      17 ,       11 ,  4.52294646E-01 , -1.43128960E-01 ,  4.16439982E-05 ,  1.22702730E-04
      18 ,       11 ,  3.99019846E-01 , -1.44563261E-01 ,  2.37721038E-04 ,  4.07327138E-05
      19 ,       11 ,  3.46628206E-01 , -1.44522226E-01 ,  1.68513697E-04 , -2.88874082E-04
      20 ,       11 ,  2.95815001E-01 , -1.42940723E-01 ,  2.90876181E-04 ,  3.42626643E-05
      21 ,       11 ,  2.47245859E-01 , -1.39876877E-01 ,  1.57484348E-05 , -5.86779818E-05
      22 ,       11 ,  2.01501358E-01 , -1.35481933E-01 , -5.43375109E-05 , -6.76959335E-05
      23 ,       11 ,  1.59005525E-01 , -1.29934654E-01 , -1.15593789E-04 , -1.42182883E-05
      24 ,       11 ,  1.19952459E-01 , -1.23348381E-01 , -3.07155383E-04 , -9.03039536E-05
      25 ,       11 ,  8.42629330E-02 , -1.15666659E-01 ,  1.11921324E-04 ,  1.36866573E-04
      26 ,       11 ,  5.16148496E-02 , -1.06558903E-01 , -2.21995931E-04 ,  1.68046958E-04
      27 ,       11 ,  2.15937833E-02 , -9.53106870E-02 , -4.04647259E-04 ,  5.15212358E-04
      28 ,       11 , -5.97001185E-03 , -8.07078497E-02 , -1.41246813E-03 ,  1.65499792E-04
      29 ,       11 , -3.03580900E-02 , -6.10428154E-02 ,  9.21516092E-03 ,  2.78571029E-03
      30 ,       11 , -4.90460263E-02 , -3.47760194E-02 , -3.19177473E-02 ,  6.34861515E-03
      31 ,       11 , -5.76698023E-02 , -2.53741889E-03 ,  1.59648061E-02 , -2.92780232E-02
      32 ,       11 , -5.30934592E-02 ,  3.14996136E-02 ,  5.91555292E-03 ,  1.07588593E-02
      33 ,       11 , -3.64465888E-02 ,  6.16591503E-02 ,  5.19903987E-03 ,  4.69972772E-03
      34 ,       11 , -1.18581572E-02 ,  8.53039796E-02 ,  8.52287552E-04 ,  2.37218145E-03
      35 ,       11 ,  1.72719248E-02 ,  1.02903335E-01 ,  9.86724357E-04 , -4.43959185E-04
      36 ,       11 ,  4.93255087E-02 ,  1.15937430E-01 , -1.12156760E-03 ,  3.40502073E-04
      37 ,       11 ,  8.38581749E-02 ,  1.25749801E-01 , -2.14213651E-03 , -1.58856353E-04
      38 ,       11 ,  1.20922262E-01 ,  1.33298030E-01 , -4.68043709E-04 , -5.79525463E-04
      39 ,       11 ,  1.60672394E-01 ,  1.39205858E-01 , -1.61554410E-05 , -6.22149908E-04
      40 ,       11 ,  2.03180286E-01 ,  1.43856313E-01 , -1.32168692E-05 , -3.49323293E-04
      41 ,       11 ,  2.48369048E-01 ,  1.47465834E-01 ,  3.79159815E-05 , -8.89550679E-05
      42 ,       11 ,  2.96010726E-01 ,  1.50137908E-01 ,  7.02637969E-05 ,  7.32153420E-05
      43 ,       11 ,  3.45751437E-01 ,  1.51903503E-01 ,  6.13992621E-05 , -3.84259367E-05
      44 ,       11 ,  3.97142561E-01 ,  1.52753283E-01 , -1.13420093E-04 ,  2.14989435E-04
      45 ,       11 ,  4.49668046E-01 ,  1.52663998E-01 , -1.02847062E-04 ,  3.81431184E-04
      46 ,       11 ,  5.02765672E-01 ,  1.51619977E-01 ,  1.34600995E-04 ,  4.74573924E-05
      47 ,       11 ,  5.55843794E-01 ,  1.49629692E-01 ,  4.49048390E-04 , -4.35064540E-04
      48 ,       11 ,  6.08296087E-01 ,  1.46736502E-01 ,  5.23829392E-05 ,  4.15521731E-05
      49 ,       11 ,  6.59516944E-01 ,  1.43021990E-01 , -1.29934439E-04 ,  5.63192574E-05
      50 ,       11 ,  7.08920664E-01 ,  1.38599743E-01 , -4.19516382E-06 ,  2.41810788E-05
      51 ,       11 ,  7.55968650E-01 ,  1.33597268E-01 ,  3.64120428E-05 ,  4.69027289E-05
      52 ,       11 ,  8.00209339E-01 ,  1.28124371E-01 , -2.05802582E-05 ,  8.10547835E-06
      53 ,       11 ,  8.41332397E-01 ,  1.22228274E-01 , -5.83527288E-05 , -4.17073032E-04
      54 ,       11 ,  8.79228167E-01 ,  1.15838156E-01 , -1.51586494E-03 ,  5.03634840E-04
      55 ,       11 ,  9.14025899E-01 ,  1.08700575E-01 , -1.66420865E-04 ,  2.12821750E-04
      56 ,       11 ,  9.46067223E-01 ,  1.00296395E-01 , -1.74408125E-03 , -3.56069899E-05
      57 ,       11 ,  9.75750832E-01 ,  8.97119368E-02 , -1.31501403E-03 , -1.11194243E-03
      58 ,       11 ,  1.00311360E+00 ,  7.54529769E-02 , -1.18049812E-03 , -1.10991993E-03
      59 ,       11 ,  1.02685346E+00 ,  5.54314528E-02 , -3.05094242E-03 ,  5.31574061E-04
      60 ,       11 ,  1.04280212E+00 ,  2.82937289E-02 ,  4.00078827E-03 , -2.52226992E-03
      61 ,       11 ,  1.04471673E+00 , -2.25567642E-03 , -1.05929772E-01 , -1.32065947E-02
       1 ,       12 ,  1.05399506E+00 , -2.66957174E-03 ,  7.52712024E-02 , -3.69478121E-02
       2 ,       12 ,  1.04881584E+00 , -3.61464319E-02 ,  1.17464478E-02 ,  6.47124743E-03
       3 ,       12 ,  1.02992313E+00 , -6.48877192E-02 ,  4.38102992E-03 , -3.70048706E-03
       4 ,       12 ,  1.00347330E+00 , -8.56008118E-02 ,  1.98297536E-03 ,  3.09711576E-03
       5 ,       12 ,  9.73839339E-01 , -9.96702689E-02 ,  7.60694033E-04 ,  1.21622458E-04
       6 ,       12 ,  9.42598729E-01 , -1.09385016E-01 ,  1.03228268E-03 , -1.70821423E-04
       7 ,       12 ,  9.09835495E-01 , -1.16494052E-01 ,  3.51186877E-04 ,  1.02186978E-04
       8 ,       12 ,  8.75129217E-01 , -1.22141216E-01 ,  2.85278413E-05 ,  1.13556530E-04
       9 ,       12 ,  8.38012319E-01 , -1.27060153E-01 , -1.88688688E-05 ,  6.69666705E-05
      10 ,       12 ,  7.98156224E-01 , -1.31715503E-01 ,  2.10558958E-05 ,  2.97368811E-05
      11 ,       12 ,  7.55434102E-01 , -1.36372677E-01 ,  3.36658671E-05 , -1.14577610E-04
      12 ,       12 ,  7.09920298E-01 , -1.41129680E-01 ,  1.15619337E-04 ,  2.62243773E-04
      13 ,       12 ,  6.61858978E-01 , -1.45938227E-01 ,  5.60196976E-05 , -3.83950525E-06
      14 ,       12 ,  6.11625494E-01 , -1.50628093E-01 , -1.22641731E-05 ,  1.86088130E-05
      15 ,       12 ,  5.59694408E-01 , -1.54939299E-01 , -1.82645593E-05 ,  2.24565471E-05
      16 ,       12 ,  5.06617979E-01 , -1.58562223E-01 ,  1.90841002E-05 ,  6.19891201E-05
      17 ,       12 ,  4.53011982E-01 , -1.61183468E-01 ,  2.41806245E-05 ,  1.39065451E-04
      18 ,       12 ,  3.99542684E-01 , -1.62532967E-01 ,  1.21263602E-05 ,  1.79345332E-04
      19 ,       12 ,  3.46908220E-01 , -1.62424970E-01 ,  1.29694147E-05 , -2.14297817E-04
      20 ,       12 ,  2.95808041E-01 , -1.60783049E-01 ,  2.42601906E-04 ,  1.63555091E-05
      21 ,       12 ,  2.46895763E-01 , -1.57638855E-01 , -1.55994021E-05 , -7.03529692E-05
      22 ,       12 ,  2.00714771E-01 , -1.53097622E-01 , -8.09187459E-05 , -7.11745590E-05
      23 ,       12 ,  1.57624739E-01 , -1.47271035E-01 , -9.33242182E-05 ,  1.71981378E-05
      24 ,       12 ,  1.17740586E-01 , -1.40187132E-01 , -1.37388555E-04 , -3.35186748E-05
      25 ,       12 ,  8.09174793E-02 , -1.31690785E-01 ,  1.64391366E-04 , -6.07691902E-05
      26 ,       12 ,  4.68186508E-02 , -1.21340879E-01 , -8.79033498E-05 ,  1.32605578E-04
      27 ,       12 ,  1.51046815E-02 , -1.08300190E-01 , -3.11766997E-04 ,  5.98782696E-04
      28 ,       12 , -1.41912060E-02 , -9.12416242E-02 , -1.30008181E-03 ,  8.03656154E-04
      29 ,       12 , -4.00140825E-02 , -6.84496022E-02 ,  9.32715168E-03 ,  3.29491630E-03
      30 ,       12 , -5.95245732E-02 , -3.86265579E-02 , -2.74704721E-02 ,  5.41770614E-03
      31 ,       12 , -6.83760452E-02 , -2.78087046E-03 ,  1.25705610E-02 , -3.12137503E-02
      32 ,       12 , -6.36004504E-02 ,  3.47261539E-02 ,  4.31165646E-03 ,  7.91921622E-03
      33 ,       12 , -4.62806149E-02 ,  6.83080322E-02 ,  3.10798733E-03 ,  2.51339282E-03
      34 ,       12 , -2.04183451E-02 ,  9.50932046E-02 ,  2.76161647E-03 ,  1.67700523E-03
      35 ,       12 ,  1.03785144E-02 ,  1.15258049E-01 ,  6.43877415E-04 ,  8.25391327E-04
      36 ,       12 ,  4.41568461E-02 ,  1.30218246E-01 , -4.20223352E-04 ,  3.84191616E-04
      37 ,       12 ,  8.02300791E-02 ,  1.41406302E-01 , -2.41845835E-03 ,  8.36246365E-05
      38 ,       12 ,  1.18537223E-01 ,  1.49904776E-01 , -1.10134331E-03 , -2.39346558E-04
      39 ,       12 ,  1.59215138E-01 ,  1.56448512E-01 , -2.26936595E-04 , -4.51056700E-04
      40 ,       12 ,  2.02374722E-01 ,  1.61508701E-01 , -8.38985951E-05 , -2.40576029E-04
      41 ,       12 ,  2.48003401E-01 ,  1.65369945E-01 ,  5.62722997E-05 , -5.86827232E-05
      42 ,       12 ,  2.95939434E-01 ,  1.68187750E-01 ,  1.94689345E-04 , -1.20482890E-05
      43 ,       12 ,  3.45883588E-01 ,  1.70031747E-01 ,  1.09267798E-04 , -1.57929362E-04
      44 ,       12 ,  3.97425673E-01 ,  1.70920250E-01 , -2.24542093E-04 ,  6.74420842E-05
      45 ,       12 ,  4.50072947E-01 ,  1.70848900E-01 , -6.65720282E-04 ,  5.98350915E-04
      46 ,       12 ,  5.03275066E-01 ,  1.69814114E-01 , -2.96795545E-04 , -2.87900146E-04
      47 ,       12 ,  5.56445224E-01 ,  1.67830821E-01 ,  4.53828543E-04 , -2.75601732E-04
      48 ,       12 ,  6.08979567E-01 ,  1.64943217E-01 ,  1.68415055E-05 ,  1.73204859E-05
      49 ,       12 ,  6.60278032E-01 ,  1.61226673E-01 , -2.46584704E-04 ,  2.92663567E-05
      50 ,       12 ,  7.09770399E-01 ,  1.56778714E-01 , -2.44741387E-04 , -9.09146432E-06
      51 ,       12 ,  7.56951541E-01 ,  1.51697363E-01 , -3.69017500E-04 , -2.97404333E-05
      52 ,       12 ,  8.01427997E-01 ,  1.46046549E-01 , -5.55334240E-04 ,  8.18039355E-05
      53 ,       12 ,  8.42971701E-01 ,  1.39810362E-01 , -6.81909748E-05 ,  8.10116505E-05
      54 ,       12 ,  8.81565194E-01 ,  1.32838519E-01 , -8.46191174E-04 ,  7.79862357E-04
      55 ,       12 ,  9.17409704E-01 ,  1.24780763E-01 , -1.01514881E-03 , -4.36672140E-04
      56 ,       12 ,  9.50856156E-01 ,  1.14996506E-01 , -1.86488465E-03 , -2.39916060E-04
      57 ,       12 ,  9.82194645E-01 ,  1.02419819E-01 , -6.00275848E-04 , -6.88131131E-04
      58 ,       12 ,  1.01116290E+00 ,  8.54156865E-02 , -7.83376724E-04 , -2.66355770E-04
      59 ,       12 ,  1.03596143E+00 ,  6.19666484E-02 , -2.78431501E-03 ,  5.25775152E-04
      60 ,       12 ,  1.05213065E+00 ,  3.12651248E-02 ,  1.84006490E-03 , -3.98930772E-03
      61 ,       12 ,  1.05399506E+00 , -2.66957174E-03 , -8.70253591E-02 , -1.20687198E-02
       1 ,       13 ,  1.06474782E+00 , -3.12878964E-03 ,  6.34006650E-02 , -2.73241790E-02
       2 ,       13 ,  1.05943266E+00 , -4.01618446E-02 ,  9.21064116E-03 ,  6.25365024E-03
       3 ,       13 ,  1.04008983E+00 , -7.26407543E-02 ,  2.21538258E-03 , -1.53952988E-03
       4 ,       13 ,  1.01240721E+00 , -9.69735289E-02 ,  1.96578751E-03 ,  7.04722610E-04
       5 ,       13 ,  9.80990237E-01 , -1.14025243E-01 ,  6.48622779E-04 , -1.87570398E-05
       6 ,       13 ,  9.47889045E-01 , -1.25976242E-01 ,  8.85734758E-04 , -4.10824214E-04
       7 ,       13 ,  9.13509779E-01 , -1.34698486E-01 ,  4.27766334E-04 , -4.49239212E-05
       8 ,       13 ,  8.77573439E-01 , -1.41484614E-01 ,  9.89323723E-05 ,  5.60175035E-05
       9 ,       13 ,  8.39633245E-01 , -1.47180975E-01 ,  6.93983306E-06 ,  3.87438499E-05
      10 ,       13 ,  7.99308382E-01 , -1.52332182E-01 ,  2.51987596E-05 ,  3.04438369E-06
      11 ,       13 ,  7.56380875E-01 , -1.57266121E-01 ,  4.49646911E-05 , -1.83183893E-04
      12 ,       13 ,  7.10823388E-01 , -1.62135457E-01 ,  4.06162727E-05 ,  2.41847388E-04
      13 ,       13 ,  6.62789390E-01 , -1.66941212E-01 , -6.68345142E-05 , -9.59479366E-05
      14 ,       13 ,  6.12586123E-01 , -1.71555846E-01 ,  1.08522051E-06 ,  1.54426068E-05
      15 ,       13 ,  5.60644958E-01 , -1.75753870E-01 , -1.06443303E-05 ,  2.20444568E-05
      16 ,       13 ,  5.07496395E-01 , -1.79251413E-01 ,  3.84155002E-05 ,  6.80292221E-05
      17 ,       13 ,  4.53749841E-01 , -1.81752092E-01 ,  1.42060875E-05 ,  1.38904282E-04
      18 ,       13 ,  4.00073471E-01 , -1.82993654E-01 ,  9.74272594E-05 ,  7.97868707E-05
      19 ,       13 ,  3.47167416E-01 , -1.82787236E-01 , -1.64012304E-04 , -4.37900209E-04
      20 ,       13 ,  2.95723882E-01 , -1.81039252E-01 ,  2.21775144E-04 , -5.09374825E-05
      21 ,       13 ,  2.46370848E-01 , -1.77746502E-01 ,  2.43427852E-05 , -8.38283533E-05
      22 ,       13 ,  1.99602656E-01 , -1.72959352E-01 , -4.01297945E-05 , -7.94566584E-05
      23 ,       13 ,  1.55711364E-01 , -1.66715403E-01 , -5.57551788E-05 ,  1.00356271E-05
      24 ,       13 ,  1.14744027E-01 , -1.58953143E-01 ,  4.81030426E-05 , -2.15943090E-05
      25 ,       13 ,  7.65166566E-02 , -1.49415856E-01 ,  1.12394876E-04 , -2.02806552E-04
      26 ,       13 ,  4.07144236E-02 , -1.37549248E-01 ,  1.94908423E-05 ,  4.08480999E-05
      27 ,       13 ,  7.11335524E-03 , -1.22396209E-01 , -1.63437145E-04 ,  4.87827523E-04
      28 ,       13 , -2.40164251E-02 , -1.02539934E-01 , -1.01628608E-03 ,  9.82343685E-04
      29 ,       13 , -5.12828023E-02 , -7.63081843E-02 ,  8.51908020E-03 ,  4.27997804E-03
      30 ,       13 , -7.15846811E-02 , -4.26841561E-02 , -2.32696271E-02 ,  2.15151418E-03
      31 ,       13 , -8.06401541E-02 , -3.03115332E-03 ,  1.07226410E-02 , -2.41420805E-02
      32 ,       13 , -7.56597470E-02 ,  3.81677473E-02 ,  2.70709966E-03 ,  6.02921774E-03
      33 ,       13 , -5.76696259E-02 ,  7.54136171E-02 ,  1.79560268E-03 ,  2.02681686E-03
      34 ,       13 , -3.05267817E-02 ,  1.05630262E-01 ,  2.81178640E-03 ,  1.52139401E-03
      35 ,       13 ,  2.00933868E-03 ,  1.28690727E-01 ,  5.40122083E-04 ,  1.15762697E-03
      36 ,       13 ,  3.76690421E-02 ,  1.45898532E-01 ,  4.48789182E-04 ,  2.10346965E-04
      37 ,       13 ,  7.55005911E-02 ,  1.58742687E-01 , -1.76912165E-03 ,  2.69421714E-05
      38 ,       13 ,  1.15294297E-01 ,  1.68421658E-01 , -1.18454253E-03 , -1.30874699E-04
      39 ,       13 ,  1.57137129E-01 ,  1.75783974E-01 , -2.44123964E-04 , -3.49102909E-04
      40 ,       13 ,  2.01155751E-01 ,  1.81394587E-01 , -2.19653543E-06 , -2.40057030E-04
      41 ,       13 ,  2.47389345E-01 ,  1.85612072E-01 ,  1.31658272E-04 , -9.74973688E-06
      42 ,       13 ,  2.95740289E-01 ,  1.88649830E-01 ,  1.36504787E-04 , -5.90126473E-05
      43 ,       13 ,  3.45969404E-01 ,  1.90622279E-01 , -2.70703741E-05 , -9.36606594E-05
      44 ,       13 ,  3.97713873E-01 ,  1.91581355E-01 , -7.29950659E-05 ,  1.86991122E-04
      45 ,       13 ,  4.50513656E-01 ,  1.91546649E-01 , -7.22589213E-05 ,  6.10180127E-04
      46 ,       13 ,  5.03838779E-01 ,  1.90530041E-01 , -1.54716341E-04 ,  1.30121910E-05
      47 ,       13 ,  5.57115103E-01 ,  1.88554013E-01 ,  4.94663850E-04 , -2.08477266E-04
      48 ,       13 ,  6.09749646E-01 ,  1.85661991E-01 ,  1.34512235E-04 , -2.80727873E-05
      49 ,       13 ,  6.61158358E-01 ,  1.81918677E-01 , -5.71773159E-05 , -2.22151802E-05
      50 ,       13 ,  7.10799811E-01 ,  1.77398612E-01 ,  5.05758725E-05 , -6.74211287E-05
      51 ,       13 ,  7.58217191E-01 ,  1.72162188E-01 ,  1.06840838E-04 , -1.13512351E-04
      52 ,       13 ,  8.03087009E-01 ,  1.66219998E-01 , -9.71835551E-05 , -4.01709027E-05
      53 ,       13 ,  8.45265392E-01 ,  1.59487661E-01 ,  4.44737413E-04 ,  3.79621493E-04
      54 ,       13 ,  8.84813265E-01 ,  1.51731635E-01 , -4.16704557E-04 ,  1.26277709E-03
      55 ,       13 ,  9.21973528E-01 ,  1.42500310E-01 , -1.63163309E-03 , -5.00729112E-04
      56 ,       13 ,  9.57063069E-01 ,  1.31026790E-01 , -1.34944221E-03 , -2.70617359E-04
      57 ,       13 ,  9.90212156E-01 ,  1.16099548E-01 , -6.87463056E-05 , -5.49379522E-04
      58 ,       13 ,  1.02082022E+00 ,  9.59888707E-02 , -5.22628059E-04 ,  1.08234450E-04
      59 ,       13 ,  1.04662596E+00 ,  6.88346605E-02 , -2.54752802E-03 ,  6.24262547E-04
      60 ,       13 ,  1.06299421E+00 ,  3.43720432E-02 ,  2.59494127E-04 , -4.60801846E-03
      61 ,       13 ,  1.06474782E+00 , -3.12878964E-03 , -7.20668124E-02 , -1.10764402E-02
       1 ,       14 ,  1.07723369E+00 , -3.63675096E-03 ,  5.36500009E-02 , -2.07572619E-02
       2 ,       14 ,  1.07184074E+00 , -4.44382469E-02 ,  9.03219736E-03 ,  5.62241409E-03
       3 ,       14 ,  1.05207435E+00 , -8.08781280E-02 ,  3.45384846E-03 , -1.79121575E-04
       4 ,       14 ,  1.02320753E+00 , -1.09119156E-01 ,  1.99795529E-03 , -9.04106842E-04
       5 ,       14 ,  9.89983434E-01 , -1.29520800E-01 ,  1.06925118E-04 ,  6.86171705E-04
       6 ,       14 ,  9.54880312E-01 , -1.44080071E-01 ,  6.40013531E-04 , -3.45236733E-04
       7 ,       14 ,  9.18651945E-01 , -1.54741462E-01 ,  4.19046116E-04 , -8.95765528E-05
       8 ,       14 ,  8.81204107E-01 , -1.62936364E-01 ,  1.46193398E-04 ,  5.34776205E-05
       9 ,       14 ,  8.42150469E-01 , -1.69630506E-01 ,  3.87946553E-05 ,  6.50217676E-05
      10 ,       14 ,  8.01090410E-01 , -1.75455904E-01 ,  4.28369810E-05 ,  2.77408243E-05
      11 ,       14 ,  7.57737486E-01 , -1.80806583E-01 ,  6.69799711E-05 , -2.15441206E-04
      12 ,       14 ,  7.11972722E-01 , -1.85891349E-01 , -1.96807755E-05 ,  3.63377779E-04
      13 ,       14 ,  6.63856505E-01 , -1.90762757E-01 , -1.49823325E-04 , -2.81969588E-06
      14 ,       14 ,  6.13617148E-01 , -1.95340380E-01 ,  4.07937031E-05 ,  2.93662042E-05
      15 ,       14 ,  5.61628694E-01 , -1.99439301E-01 ,  2.79291267E-05 ,  3.23234871E-05
      16 ,       14 ,  5.08385989E-01 , -2.02807409E-01 ,  7.28807518E-05 ,  7.07224747E-05
      17 ,       14 ,  4.54479482E-01 , -2.05169520E-01 , -1.60202089E-06 ,  1.58832117E-04
      18 ,       14 ,  4.00567166E-01 , -2.06272350E-01 ,  2.35988464E-04 ,  2.05335604E-04
      19 ,       14 ,  3.47338288E-01 , -2.05921569E-01 , -8.26375081E-05 , -3.55957911E-04
      20 ,       14 ,  2.95463868E-01 , -2.04000996E-01 ,  1.82518147E-04 , -7.52013821E-05
      21 ,       14 ,  2.45533379E-01 , -2.00465460E-01 ,  6.52717606E-07 , -9.29781087E-05
      22 ,       14 ,  1.97985080E-01 , -1.95303612E-01 , -5.83145394E-05 , -7.97129422E-05
      23 ,       14 ,  1.53047692E-01 , -1.88473847E-01 , -9.87577367E-05 , -1.00796788E-05
      24 ,       14 ,  1.10718507E-01 , -1.79821505E-01 ,  1.52987705E-04 ,  2.00902543E-05
      25 ,       14 ,  7.08038568E-02 , -1.68984987E-01 ,  2.61852608E-05 , -2.72968175E-04
      26 ,       14 ,  3.30466046E-02 , -1.55294982E-01 ,  8.38629920E-05 , -7.07350263E-05
      27 ,       14 , -2.62544931E-03 , -1.37681807E-01 , -1.60613278E-05 ,  2.56752551E-04
      28 ,       14 , -3.56804080E-02 , -1.14667937E-01 , -8.65878907E-04 ,  7.37034643E-04
      29 ,       14 , -6.44002332E-02 , -8.46725646E-02 ,  7.48534408E-03 ,  4.54193475E-03
      30 ,       14 , -8.54750409E-02 , -4.69828593E-02 , -1.99803263E-02 , -3.53990863E-04
      31 ,       14 , -9.47205011E-02 , -3.28679453E-03 ,  1.01326072E-02 , -1.64132223E-02
      32 ,       14 , -8.95258492E-02 ,  4.18558449E-02 ,  1.31039633E-03 ,  4.74518895E-03
      33 ,       14 , -7.08593064E-02 ,  8.30301475E-02 ,  1.02257375E-03 ,  1.10425829E-03
      34 ,       14 , -4.24247476E-02 ,  1.16983262E-01 ,  1.79671585E-03 ,  3.84672306E-04
      35 ,       14 , -8.08342530E-03 ,  1.43285420E-01 , -1.88404261E-04 ,  9.20988453E-04
      36 ,       14 ,  2.96053489E-02 ,  1.63087707E-01 ,  5.03656331E-04 ,  5.42501612E-05
      37 ,       14 ,  6.94116492E-02 ,  1.77899967E-01 , -1.58553281E-03 ,  8.75365198E-05
      38 ,       14 ,  1.10946375E-01 ,  1.89022309E-01 , -1.78216928E-03 , -4.15619772E-05
      39 ,       14 ,  1.54215031E-01 ,  1.97416844E-01 , -7.50939431E-04 , -3.56458529E-04
      40 ,       14 ,  1.99334252E-01 ,  2.03747260E-01 , -2.66645750E-04 , -3.22375481E-04
      41 ,       14 ,  2.46377715E-01 ,  2.08451748E-01 , -9.47502730E-05 , -2.40496191E-04
      42 ,       14 ,  2.95304245E-01 ,  2.11806958E-01 , -5.32160432E-05 , -1.97975942E-04
      43 ,       14 ,  3.45935630E-01 ,  2.13977325E-01 , -2.28468287E-04 , -1.85764660E-04
      44 ,       14 ,  3.97963258E-01 ,  2.15053495E-01 , -1.72559965E-04 ,  8.57023555E-05
      45 ,       14 ,  4.50969616E-01 ,  2.15083404E-01 , -4.32875148E-04 ,  3.04993262E-04
      46 ,       14 ,  5.04455982E-01 ,  2.14097270E-01 , -1.65617072E-04 , -1.80870523E-04
      47 ,       14 ,  5.57872304E-01 ,  2.12125731E-01 ,  4.57065314E-04 , -1.69135884E-04
      48 ,       14 ,  6.10648902E-01 ,  2.09209341E-01 ,  1.02310999E-04 , -7.11605688E-06
      49 ,       14 ,  6.62231691E-01 ,  2.05397484E-01 , -1.29037797E-04 ,  1.93495444E-05
      50 ,       14 ,  7.12122857E-01 ,  2.00735394E-01 , -4.48644219E-05 , -1.35273645E-05
      51 ,       14 ,  7.59926676E-01 ,  1.95239346E-01 ,  4.61140813E-05 , -5.91833029E-05
      52 ,       14 ,  8.05395289E-01 ,  1.88861369E-01 , -2.22228564E-05 , -2.61908340E-04
      53 ,       14 ,  8.48462365E-01 ,  1.81444828E-01 ,  3.58915095E-04 , -4.73449217E-05
      54 ,       14 ,  8.89246178E-01 ,  1.72669160E-01 , -6.46883041E-04 ,  1.11926678E-03
      55 ,       14 ,  9.27997814E-01 ,  1.61976463E-01 , -1.75882072E-03 , -4.99621973E-04
      56 ,       14 ,  9.64957819E-01 ,  1.48471294E-01 , -7.42356543E-04 , -3.90787341E-04
      57 ,       14 ,  1.00005200E+00 ,  1.30811757E-01 ,  2.83279931E-04 , -4.90589241E-04
