# EulerBlock derivatives output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil

# Grid size (ii, jj)
      61      49

# Derivatives with respect to the following function (f)
cl_jlow 

# df/dMach_inf
 1.77008679E+00

# df/dalpha_inf [rad]
 1.13585631E+01

# Nodal derivatives
# i, j, X, Y, df/dX, df/dY
      45 ,       34 ,  3.51342703E-01 ,  2.16065868E+00 , -9.64786212E-05 , -2.38699743E-04
      46 ,       34 ,  5.58801030E-01 ,  2.16367674E+00 , -5.92281151E-05 , -4.75871058E-05
      47 ,       34 ,  7.65171398E-01 ,  2.14815266E+00 , -5.78482977E-05 ,  3.16542254E-05
      48 ,       34 ,  9.69743423E-01 ,  2.11411142E+00 , -1.49381855E-05 ,  4.62666201E-05
      49 ,       34 ,  1.17172155E+00 ,  2.06134688E+00 ,  1.17005327E-05 ,  3.53531235E-05
      50 ,       34 ,  1.37012461E+00 ,  1.98945402E+00 ,  2.31313900E-05 ,  2.10122322E-05
      51 ,       34 ,  1.56368549E+00 ,  1.89788785E+00 ,  4.42387292E-05 , -1.14671595E-06
      52 ,       34 ,  1.75075522E+00 ,  1.78605560E+00 , -2.92171114E-05 ,  2.28350714E-05
      53 ,       34 ,  1.92922070E+00 ,  1.65344924E+00 ,  1.98557506E-05 , -1.14579360E-05
      54 ,       34 ,  2.09645152E+00 ,  1.49982371E+00 ,  3.53793476E-05 , -1.05976193E-05
      55 ,       34 ,  2.24929897E+00 ,  1.32541988E+00 ,  6.57934837E-06 , -1.46898445E-06
      56 ,       34 ,  2.38417524E+00 ,  1.13121976E+00 ,  2.63660286E-06 , -2.74696485E-06
      57 ,       34 ,  2.49724085E+00 ,  9.19203142E-01 ,  3.08778413E-07 , -1.25651630E-05
      58 ,       34 ,  2.58471644E+00 ,  6.92554177E-01 , -3.24262112E-05 ,  3.62166642E-07
      59 ,       34 ,  2.64330756E+00 ,  4.55749756E-01 ,  2.64091742E-05 , -8.33084361E-05
      60 ,       34 ,  2.67069031E+00 ,  2.14463344E-01 ,  1.64125012E-04 ,  3.49761273E-05
      61 ,       34 ,  2.66596429E+00 , -2.47513946E-02 , -6.27057350E-04 , -3.87391846E-04
       1 ,       35 ,  2.91262514E+00 , -2.70086027E-02 ,  2.37955260E-04 , -1.40903037E-04
       2 ,       35 ,  2.91104219E+00 , -2.90752213E-01 ,  3.70603799E-05 ,  1.06243934E-04
       3 ,       35 ,  2.87505224E+00 , -5.55399103E-01 , -1.32063476E-05 ,  4.35625697E-05
       4 ,       35 ,  2.80584639E+00 , -8.14264399E-01 ,  2.29745059E-08 ,  9.52338613E-06
       5 ,       35 ,  2.70597734E+00 , -1.06158932E+00 , -1.23966499E-06 ,  1.93778283E-06
       6 ,       35 ,  2.57891848E+00 , -1.29282108E+00 , -2.75662847E-06 , -8.35284895E-07
       7 ,       35 ,  2.42860099E+00 , -1.50469158E+00 , -4.71228844E-06 , -2.06633421E-06
       8 ,       35 ,  2.25901000E+00 , -1.69512817E+00 , -6.72686795E-06 , -4.58636316E-06
       9 ,       35 ,  2.07388548E+00 , -1.86305577E+00 , -7.84567335E-06 , -7.59198476E-06
      10 ,       35 ,  1.87653829E+00 , -2.00815079E+00 , -3.67790860E-06 , -6.44002408E-07
      11 ,       35 ,  1.66976801E+00 , -2.13059397E+00 , -5.87481022E-06 ,  1.55686411E-06
      12 ,       35 ,  1.45585786E+00 , -2.23085090E+00 ,  5.40085637E-06 ,  1.64003387E-06
      13 ,       35 ,  1.23662148E+00 , -2.30949325E+00 ,  1.75597626E-05 ,  2.28309224E-06
      14 ,       35 ,  1.01348033E+00 , -2.36706266E+00 ,  1.24328278E-05 ,  3.84004429E-07
      15 ,       35 ,  7.87556926E-01 , -2.40397354E+00 ,  1.03162667E-05 ,  1.95366060E-06
      16 ,       35 ,  5.59774644E-01 , -2.42044879E+00 ,  9.76981063E-06 ,  2.68692628E-06
      17 ,       35 ,  3.30959542E-01 , -2.41648287E+00 ,  6.97001030E-06 , -2.70242235E-06
      18 ,       35 ,  1.01942548E-01 , -2.39182844E+00 ,  3.45280553E-06 , -4.16615809E-06
      19 ,       35 , -1.26338343E-01 , -2.34600508E+00 ,  5.56604944E-07 , -3.20252979E-06
      20 ,       35 , -3.52736168E-01 , -2.27833118E+00 , -1.22983262E-06 ,  2.07485880E-06
      21 ,       35 , -5.75795135E-01 , -2.18798216E+00 , -8.53208928E-06 ,  1.01165446E-05
      22 ,       35 , -7.93657366E-01 , -2.07407979E+00 , -5.57760138E-06 , -3.04078697E-06
      23 ,       35 , -1.00398484E+00 , -1.93581729E+00 , -1.70500789E-05 ,  5.03325209E-07
      24 ,       35 , -1.20391014E+00 , -1.77262283E+00 ,  3.70012311E-06 ,  9.92525584E-06
      25 ,       35 , -1.39003443E+00 , -1.58435838E+00 ,  5.01115674E-06 ,  4.30598090E-06
      26 ,       35 , -1.55849407E+00 , -1.37154147E+00 ,  1.40649310E-06 ,  1.57193139E-06
      27 ,       35 , -1.70511513E+00 , -1.13556464E+00 ,  2.22527743E-06 ,  4.79588359E-07
      28 ,       35 , -1.82566536E+00 , -8.78873126E-01 ,  7.07607249E-06 ,  8.88104156E-07
      29 ,       35 , -1.91619280E+00 , -6.05052196E-01 ,  9.14152970E-05 , -9.22801096E-06
      30 ,       35 , -1.97341314E+00 , -3.18777923E-01 , -2.28964682E-04 ,  1.44243884E-04
      31 ,       35 , -1.99508080E+00 , -2.56057917E-02 ,  1.25970720E-04 , -2.27572154E-04
      32 ,       35 , -1.98026538E+00 ,  2.68390744E-01 , -2.06042552E-06 ,  7.90806261E-05
      33 ,       35 , -1.92946751E+00 ,  5.57076167E-01 ,  1.16458686E-05 ,  1.52691950E-05
      34 ,       35 , -1.84454521E+00 ,  8.34717281E-01 ,  6.46994971E-06 ,  8.21924670E-06
      35 ,       35 , -1.72847178E+00 ,  1.09636798E+00 ,  2.69143928E-06 ,  6.19805999E-06
      36 ,       35 , -1.58498600E+00 ,  1.33811331E+00 ,  6.78636508E-07 ,  5.68116577E-06
      37 ,       35 , -1.41821124E+00 ,  1.55715383E+00 , -5.57996550E-06 ,  2.22675202E-06
      38 ,       35 , -1.23231028E+00 ,  1.75174972E+00 ,  2.95082177E-05 ,  1.11860613E-05
      39 ,       35 , -1.03121802E+00 ,  1.92106700E+00 ,  4.98438791E-06 , -3.40183014E-06
      40 ,       35 , -8.18467374E-01 ,  2.06497314E+00 ,  3.88614658E-05 ,  1.32862327E-05
      41 ,       35 , -5.97102647E-01 ,  2.18382213E+00 ,  4.49954200E-05 , -1.30753163E-06
      42 ,       35 , -3.69663926E-01 ,  2.27825616E+00 ,  4.17451478E-05 , -1.23500750E-05
      43 ,       35 , -1.38222257E-01 ,  2.34903841E+00 ,  7.28791480E-06 , -1.40494920E-05
      44 ,       35 ,  9.55524247E-02 ,  2.39692199E+00 , -1.41497571E-04 ,  1.01667826E-04
      45 ,       35 ,  3.30304501E-01 ,  2.42255395E+00 , -9.90387294E-05 , -1.68536359E-04
      46 ,       35 ,  5.64896216E-01 ,  2.42641073E+00 , -4.26506075E-05 , -3.19835154E-05
      47 ,       35 ,  7.98306838E-01 ,  2.40876113E+00 , -3.55384873E-05 ,  2.58983851E-05
      48 ,       35 ,  1.02952995E+00 ,  2.36965414E+00 , -1.21782077E-05 ,  3.54385040E-05
      49 ,       35 ,  1.25747003E+00 ,  2.30893073E+00 ,  8.49490840E-06 ,  2.66917441E-05
      50 ,       35 ,  1.48083945E+00 ,  2.22626139E+00 , -7.42153858E-06 ,  9.56181294E-06
      51 ,       35 ,  1.69805860E+00 ,  2.12121299E+00 ,  4.70955366E-05 , -2.00536698E-05
      52 ,       35 ,  1.90716466E+00 ,  1.99335022E+00 , -1.65394322E-05 ,  3.98131045E-05
      53 ,       35 ,  2.10573930E+00 ,  1.84237664E+00 ,  1.84948971E-05 , -2.17322846E-05
      54 ,       35 ,  2.29087098E+00 ,  1.66831781E+00 ,  8.02136145E-06 , -5.91616771E-06
      55 ,       35 ,  2.45917327E+00 ,  1.47174244E+00 ,  2.80973688E-06 , -7.06557405E-06
      56 ,       35 ,  2.60688404E+00 ,  1.25400590E+00 , -9.64150113E-07 , -4.06908976E-06
      57 ,       35 ,  2.73006764E+00 ,  1.01748461E+00 ,  2.57196813E-06 , -6.89304534E-06
      58 ,       35 ,  2.82492959E+00 ,  7.65752660E-01 , -3.46832740E-05 ,  9.39658563E-06
      59 ,       35 ,  2.88822772E+00 ,  5.03640392E-01 ,  2.49509894E-05 , -6.06080611E-05
      60 ,       35 ,  2.91772861E+00 ,  2.37119885E-01 ,  9.95681992E-05 ,  9.71712002E-04
      61 ,       35 ,  2.91262514E+00 , -2.70086027E-02 , -2.70708563E-04 , -1.20466770E-03
       1 ,       36 ,  3.19319575E+00 , -2.94079137E-02 ,  1.72225438E-04 , -2.60886448E-04
       2 ,       36 ,  3.19166981E+00 , -3.21290890E-01 ,  2.33823815E-05 ,  8.47762778E-05
       3 ,       36 ,  3.15287182E+00 , -6.14348946E-01 , -1.15986006E-05 ,  3.19790082E-05
       4 ,       36 ,  3.07791152E+00 , -9.01605229E-01 ,  1.53691992E-06 ,  7.80653816E-06
       5 ,       36 ,  2.96927220E+00 , -1.17696363E+00 ,  1.46699372E-06 ,  1.69903080E-06
       6 ,       36 ,  2.83040084E+00 , -1.43548752E+00 ,  1.19712249E-06 , -6.45955990E-07
       7 ,       36 ,  2.66527034E+00 , -1.67349560E+00 ,  3.06647763E-07 , -1.61033982E-06
       8 ,       36 ,  2.47798712E+00 , -1.88849980E+00 , -5.56837578E-07 , -2.42033928E-06
       9 ,       36 ,  2.27248884E+00 , -2.07903472E+00 , -1.59839923E-06 , -4.08328682E-06
      10 ,       36 ,  2.05234674E+00 , -2.24443222E+00 , -3.11978594E-06 , -6.48291124E-06
      11 ,       36 ,  1.82066479E+00 , -2.38458549E+00 ,  5.00902374E-06 , -6.29038320E-07
      12 ,       36 ,  1.58005633E+00 , -2.49973190E+00 ,  8.18038107E-07 ,  9.42207259E-06
      13 ,       36 ,  1.33267598E+00 , -2.59027014E+00 ,  7.16296297E-07 ,  1.07298804E-05
      14 ,       36 ,  1.08028718E+00 , -2.65661653E+00 ,  3.43973830E-06 ,  1.09843137E-05
      15 ,       36 ,  8.24350329E-01 , -2.69909929E+00 ,  5.45127491E-06 ,  9.74819148E-06
      16 ,       36 ,  5.66121799E-01 , -2.71788692E+00 ,  6.68167140E-06 ,  1.67529926E-06
      17 ,       36 ,  3.06757693E-01 , -2.71294625E+00 ,  4.42720657E-06 , -4.34984443E-06
      18 ,       36 ,  4.74194084E-02 , -2.68402728E+00 ,  1.26696129E-06 , -7.70539621E-06
      19 ,       36 , -2.10620803E-01 , -2.63067319E+00 , -1.71086458E-06 , -6.97381415E-06
      20 ,       36 , -4.65876003E-01 , -2.55225658E+00 , -9.56172559E-06 ,  1.80375975E-06
      21 ,       36 , -7.16545505E-01 , -2.44804430E+00 , -7.89628267E-06 , -3.07064600E-06
      22 ,       36 , -9.60426196E-01 , -2.31729414E+00 , -1.80546383E-05 , -5.81779105E-06
      23 ,       36 , -1.19484344E+00 , -2.15938660E+00 , -1.16412749E-05 , -4.60367918E-06
      24 ,       36 , -1.41661495E+00 , -1.97399166E+00 , -1.02283728E-05 , -6.01275665E-06
      25 ,       36 , -1.62206464E+00 , -1.76126537E+00 , -8.08623360E-06 , -1.32178363E-06
      26 ,       36 , -1.80710493E+00 , -1.52206196E+00 , -5.13882656E-06 , -5.21321411E-07
      27 ,       36 , -1.96740278E+00 , -1.25813583E+00 , -2.45872947E-06 , -3.60340006E-07
      28 ,       36 , -2.09863414E+00 , -9.72296618E-01 ,  2.98290984E-06 ,  9.99179239E-08
      29 ,       36 , -2.19681349E+00 , -6.68473818E-01 ,  7.01770571E-05 , -1.18672280E-05
      30 ,       36 , -2.25866091E+00 , -3.51652197E-01 , -1.83357896E-04 ,  1.30611426E-04
      31 ,       36 , -2.28194740E+00 , -2.76585276E-02 ,  9.43880478E-05 , -1.79308049E-04
      32 ,       36 , -2.26574945E+00 ,  2.97186469E-01 ,  2.70967270E-06 ,  5.33986167E-05
      33 ,       36 , -2.21055573E+00 ,  6.16500281E-01 ,  1.16856227E-05 ,  6.80376834E-06
      34 ,       36 , -2.11820112E+00 ,  9.24278768E-01 ,  5.36603548E-06 ,  2.57663153E-06
      35 ,       36 , -1.99164572E+00 ,  1.21526633E+00 ,  9.53990798E-07 ,  1.44720304E-06
      36 ,       36 , -1.83465093E+00 ,  1.48520038E+00 , -1.30481250E-06 ,  3.57266352E-06
      37 ,       36 , -1.65141992E+00 ,  1.73090999E+00 , -6.63241647E-06 ,  2.96786687E-06
      38 ,       36 , -1.44626327E+00 ,  1.95028233E+00 ,  2.14689728E-05 ,  9.19396782E-06
      39 ,       36 , -1.22333081E+00 ,  2.14213194E+00 , -9.86469709E-07 , -3.26233474E-06
      40 ,       36 , -9.86427388E-01 ,  2.30601491E+00 ,  2.50132792E-05 ,  1.43542799E-05
      41 ,       36 , -7.38911336E-01 ,  2.44202506E+00 ,  2.89936647E-05 ,  1.88417517E-06
      42 ,       36 , -4.83663153E-01 ,  2.55059934E+00 ,  2.71704676E-05 , -4.54943454E-06
      43 ,       36 , -2.23107270E-01 ,  2.63234858E+00 ,  2.81049052E-06 , -1.71894513E-06
      44 ,       36 ,  4.07296068E-02 ,  2.68792093E+00 , -9.77448320E-05 ,  7.65851839E-05
      45 ,       36 ,  3.06137087E-01 ,  2.71789911E+00 , -4.88797187E-05 , -9.86092379E-05
      46 ,       36 ,  5.71626329E-01 ,  2.72272985E+00 , -2.56039231E-05 , -1.78577915E-05
      47 ,       36 ,  8.35828189E-01 ,  2.70268280E+00 , -1.92493050E-05 ,  3.07852724E-05
      48 ,       36 ,  1.09738812E+00 ,  2.65783712E+00 , -4.42134173E-06 ,  3.66441909E-05
      49 ,       36 ,  1.35486032E+00 ,  2.58809517E+00 ,  1.57320823E-05 ,  2.83216503E-05
      50 ,       36 ,  1.60660386E+00 ,  2.49322481E+00 ,  7.41129963E-06 ,  1.72230821E-05
      51 ,       36 ,  1.85068463E+00 ,  2.37293322E+00 ,  5.62292810E-05 ,  5.58474512E-07
      52 ,       36 ,  2.08479025E+00 ,  2.22697607E+00 , -2.24974276E-05 ,  4.20943040E-05
      53 ,       36 ,  2.30616847E+00 ,  2.05530505E+00 ,  6.54015478E-06 , -2.78795156E-05
      54 ,       36 ,  2.51160489E+00 ,  1.85825361E+00 ,  4.49557301E-06 , -3.15076872E-07
      55 ,       36 ,  2.69745964E+00 ,  1.63675389E+00 ,  3.19341882E-06 , -4.07406576E-08
      56 ,       36 ,  2.85978428E+00 ,  1.39256713E+00 ,  4.44951465E-06 , -3.03048594E-06
      57 ,       36 ,  2.99453608E+00 ,  1.12849594E+00 ,  3.42031238E-06 , -5.26365677E-06
      58 ,       36 ,  3.09789349E+00 ,  8.48532848E-01 , -3.05355285E-05 ,  6.47008844E-06
      59 ,       36 ,  3.16665343E+00 ,  5.57892590E-01 ,  9.37032036E-06 , -7.67964740E-06
      60 ,       36 ,  3.19866096E+00 ,  2.62882368E-01 ,  4.97254390E-05 , -4.49478700E-04
      61 ,       36 ,  3.19319575E+00 , -2.94079137E-02 , -9.41220827E-05 ,  5.49808694E-04
       1 ,       37 ,  3.52447474E+00 , -3.22900471E-02 ,  7.51118988E-05 , -2.22872240E-04
       2 ,       37 ,  3.52526138E+00 , -3.56795544E-01 ,  6.18516245E-06 ,  6.93133641E-05
       3 ,       37 ,  3.48398058E+00 , -6.83827618E-01 , -1.92842263E-05 ,  1.93280261E-05
       4 ,       37 ,  3.40222993E+00 , -1.00534169E+00 , -2.75667883E-06 ,  5.60837486E-06
       5 ,       37 ,  3.28278790E+00 , -1.31449761E+00 , -1.28163824E-06 ,  1.43072512E-06
       6 ,       37 ,  3.12931840E+00 , -1.60575889E+00 , -1.16632417E-06 , -1.25996694E-07
       7 ,       37 ,  2.94600721E+00 , -1.87491711E+00 , -1.94750574E-06 , -7.79296199E-07
       8 ,       37 ,  2.73720821E+00 , -2.11901127E+00 , -2.87985436E-06 , -1.04056551E-06
       9 ,       37 ,  2.50715294E+00 , -2.33615973E+00 , -3.77480843E-06 , -1.32748518E-06
      10 ,       37 ,  2.25974802E+00 , -2.52534135E+00 , -4.65181278E-06 , -2.40063766E-06
      11 ,       37 ,  1.99846145E+00 , -2.68616226E+00 , -3.96307737E-06 , -3.10161144E-06
      12 ,       37 ,  1.72628498E+00 , -2.81863624E+00 , -6.01562637E-06 , -5.27011139E-06
      13 ,       37 ,  1.44575428E+00 , -2.92299482E+00 , -3.66800498E-06 , -5.36506232E-06
      14 ,       37 ,  1.15900886E+00 , -2.99953439E+00 ,  9.91006373E-07 , -1.22891911E-06
      15 ,       37 ,  8.67877199E-01 , -3.04850113E+00 ,  3.81682734E-06 ,  9.48334651E-07
      16 ,       37 ,  5.73976352E-01 , -3.07001151E+00 ,  5.05966465E-06 ,  2.88413384E-06
      17 ,       37 ,  2.78819049E-01 , -3.06400524E+00 ,  4.39869708E-06 , -1.64581739E-06
      18 ,       37 , -1.60761297E-02 , -3.03022803E+00 ,  3.70086880E-06 , -2.85671166E-06
      19 ,       37 , -3.09074595E-01 , -2.96824305E+00 , -2.24684318E-06 ,  2.68443534E-06
      20 ,       37 , -5.98318681E-01 , -2.87747170E+00 , -1.81157554E-06 ,  3.05955360E-06
      21 ,       37 , -8.81627933E-01 , -2.75726532E+00 , -6.93921957E-06 , -1.44212398E-06
      22 ,       37 , -1.15641339E+00 , -2.60701012E+00 , -5.31757196E-06 , -3.28543227E-06
      23 ,       37 , -1.41961569E+00 , -2.42626679E+00 ,  5.47584709E-06 , -3.68368290E-06
      24 ,       37 , -1.66768041E+00 , -2.21494274E+00 ,  2.32540090E-06 ,  1.80095536E-07
      25 ,       37 , -1.89658641E+00 , -1.97348965E+00 ,  4.32144154E-06 ,  1.47831460E-06
      26 ,       37 , -2.10194371E+00 , -1.70311026E+00 ,  2.82989194E-06 ,  6.88507755E-07
      27 ,       37 , -2.27917246E+00 , -1.40594835E+00 ,  1.79562533E-06 ,  1.71999847E-07
      28 ,       37 , -2.42376438E+00 , -1.08522661E+00 ,  5.03360424E-06 ,  2.23132326E-07
      29 ,       37 , -2.53161056E+00 , -7.45292794E-01 ,  5.83157905E-05 , -9.11719243E-06
      30 ,       37 , -2.59935828E+00 , -3.91540666E-01 , -1.38314158E-04 ,  1.08272934E-04
      31 ,       37 , -2.62474122E+00 , -3.01909848E-02 ,  6.29230962E-05 , -1.69635028E-04
      32 ,       37 , -2.60682065E+00 ,  3.32052061E-01 ,  7.71200981E-06 ,  6.12712981E-05
      33 ,       37 , -2.54608648E+00 ,  6.88421531E-01 ,  1.14674152E-05 ,  1.38194283E-05
      34 ,       37 , -2.44439641E+00 ,  1.03251613E+00 ,  4.65063159E-06 ,  6.55196068E-06
      35 ,       37 , -2.30476826E+00 ,  1.35866520E+00 ,  1.35074408E-06 ,  3.45240885E-06
      36 ,       37 , -2.13107176E+00 ,  1.66217825E+00 , -1.52136212E-06 ,  2.95134406E-06
      37 ,       37 , -1.92768040E+00 ,  1.93945762E+00 , -4.17579710E-06 ,  4.60337954E-07
      38 ,       37 , -1.69914025E+00 ,  2.18798368E+00 ,  2.16439145E-05 ,  6.26806832E-06
      39 ,       37 , -1.44989618E+00 ,  2.40620215E+00 ,  3.20859428E-07 , -6.14332894E-06
      40 ,       37 , -1.18409556E+00 ,  2.59335157E+00 ,  2.39270004E-05 ,  1.21284093E-05
      41 ,       37 , -9.05471606E-01 ,  2.74926628E+00 ,  2.74494118E-05 , -8.61938745E-07
      42 ,       37 , -6.17297394E-01 ,  2.87418232E+00 ,  2.86579411E-05 , -7.56350675E-06
      43 ,       37 , -3.22395625E-01 ,  2.96856395E+00 ,  1.35781676E-05 , -1.00946561E-05
      44 ,       37 , -2.31889570E-02 ,  3.03296010E+00 , -5.21478696E-05 ,  2.75345150E-05
      45 ,       37 ,  2.78222483E-01 ,  3.06789408E+00 , -1.16519347E-05 , -8.75698304E-05
      46 ,       37 ,  5.79966653E-01 ,  3.07378650E+00 , -2.25330440E-05 , -1.32819146E-05
      47 ,       37 ,  8.80295494E-01 ,  3.05090987E+00 , -1.72792858E-05 ,  2.23186697E-05
      48 ,       37 ,  1.17747618E+00 ,  2.99937387E+00 , -1.31521185E-05 ,  2.45143111E-05
      49 ,       37 ,  1.46968166E+00 ,  2.91914093E+00 ,  2.02429852E-06 ,  1.81062713E-05
      50 ,       37 ,  1.75488439E+00 ,  2.81007355E+00 , -4.04695124E-07 ,  1.20195968E-05
      51 ,       37 ,  2.03075877E+00 ,  2.67201550E+00 ,  4.09380568E-05 ,  5.75099895E-06
      52 ,       37 ,  2.29460002E+00 ,  2.50490969E+00 , -2.05186598E-05 ,  2.97937435E-05
      53 ,       37 ,  2.54327112E+00 ,  2.30895391E+00 , -9.24238002E-06 , -2.80819996E-05
      54 ,       37 ,  2.77319296E+00 ,  2.08479223E+00 ,  5.70669331E-07 , -3.44157986E-06
      55 ,       37 ,  2.98039540E+00 ,  1.83373282E+00 , -3.08899975E-08 , -1.97249094E-06
      56 ,       37 ,  3.16064671E+00 ,  1.55797389E+00 , -1.56306686E-06 ,  1.28251678E-06
      57 ,       37 ,  3.30967159E+00 ,  1.26080816E+00 , -3.79248548E-08 , -3.37601932E-06
      58 ,       37 ,  3.42345340E+00 ,  9.46768558E-01 , -2.36310634E-05 ,  4.68466270E-06
      59 ,       37 ,  3.49859177E+00 ,  6.21679921E-01 ,  4.31420453E-06 , -3.11459129E-06
      60 ,       37 ,  3.53265866E+00 ,  2.92603408E-01 ,  7.26392308E-05 , -7.34930688E-04
      61 ,       37 ,  3.52447474E+00 , -3.22900471E-02 , -1.29451413E-04 ,  8.16847191E-04
       1 ,       38 ,  3.90426476E+00 , -3.54462859E-02 ,  3.09704349E-05 , -1.71829367E-04
       2 ,       38 ,  3.90698776E+00 , -3.97152080E-01 ,  7.12609853E-06 ,  5.19996436E-05
       3 ,       38 ,  3.86279808E+00 , -7.62815574E-01 , -1.33343186E-05 ,  1.68363488E-05
       4 ,       38 ,  3.77335064E+00 , -1.12332190E+00 , -1.68637679E-06 ,  4.45655144E-06
       5 ,       38 ,  3.64159763E+00 , -1.47097009E+00 , -7.04860451E-07 ,  1.11507402E-06
       6 ,       38 ,  3.47142673E+00 , -1.79950974E+00 , -4.39455510E-07 , -1.51406993E-07
       7 ,       38 ,  3.26728686E+00 , -2.10411888E+00 , -7.90079669E-07 , -7.21735341E-07
       8 ,       38 ,  3.03383783E+00 , -2.38130122E+00 , -1.28980149E-06 , -9.95826093E-07
       9 ,       38 ,  2.77566041E+00 , -2.62871194E+00 , -1.76826210E-06 , -1.06641672E-06
      10 ,       38 ,  2.49704759E+00 , -2.84493853E+00 , -1.99233766E-06 , -1.03181233E-06
      11 ,       38 ,  2.20188002E+00 , -3.02926684E+00 , -1.63486496E-06 , -6.06720744E-07
      12 ,       38 ,  1.89357634E+00 , -3.18145754E+00 , -2.15562459E-06 , -3.60609606E-07
      13 ,       38 ,  1.57510311E+00 , -3.30154928E+00 , -1.20748002E-06 ,  3.40905616E-07
      14 ,       38 ,  1.24902788E+00 , -3.38969712E+00 ,  1.08584004E-06 ,  1.67531906E-06
      15 ,       38 ,  9.17601167E-01 , -3.44604881E+00 ,  2.55306462E-06 ,  1.69199775E-06
      16 ,       38 ,  5.82856319E-01 , -3.47065789E+00 ,  2.72041121E-06 ,  1.19859416E-06
      17 ,       38 ,  2.46719212E-01 , -3.46343182E+00 ,  2.81153654E-06 , -2.21458957E-06
      18 ,       38 , -8.88777196E-02 , -3.42411288E+00 , -9.81033728E-07 , -7.47274789E-07
      19 ,       38 , -4.21881556E-01 , -3.35229102E+00 , -2.95993221E-06 ,  2.96623643E-07
      20 ,       38 , -7.50009370E-01 , -3.24744889E+00 , -2.31521226E-06 , -1.52521388E-06
      21 ,       38 , -1.07064855E+00 , -3.10904008E+00 , -4.03537483E-06 , -4.00159223E-06
      22 ,       38 , -1.38077459E+00 , -2.93660173E+00 ,  2.31026184E-06 , -3.11797906E-06
      23 ,       38 , -1.67689663E+00 , -2.72990128E+00 ,  1.99673738E-07 ,  4.52082344E-07
      24 ,       38 , -1.95504408E+00 , -2.48911357E+00 , -1.26493552E-06 ,  8.52516338E-07
      25 ,       38 , -2.21080916E+00 , -2.21501894E+00 , -1.18072045E-07 ,  7.73632627E-07
      26 ,       38 , -2.43945947E+00 , -1.90920489E+00 , -1.64905305E-07 ,  4.18831957E-07
      27 ,       38 , -2.63612962E+00 , -1.57424483E+00 ,  7.27920573E-08 ,  1.71673677E-07
      28 ,       38 , -2.79608981E+00 , -1.21382025E+00 ,  3.16970256E-06 ,  1.29602072E-07
      29 ,       38 , -2.91507334E+00 , -8.32749909E-01 ,  4.39613349E-05 , -8.50562774E-06
      30 ,       38 , -2.98962591E+00 , -4.36897109E-01 , -1.02980320E-04 ,  9.06685745E-05
      31 ,       38 , -3.01742416E+00 , -3.29442073E-02 ,  4.18435223E-05 , -1.40787225E-04
      32 ,       38 , -2.99750623E+00 ,  3.71949195E-01 ,  1.02718308E-05 ,  5.12770090E-05
      33 ,       38 , -2.93036857E+00 ,  7.70559462E-01 ,  1.02947246E-05 ,  1.14113323E-05
      34 ,       38 , -2.81790911E+00 ,  1.15601963E+00 ,  3.80793031E-06 ,  5.12155579E-06
      35 ,       38 , -2.66323024E+00 ,  1.52218206E+00 ,  5.24856080E-08 ,  3.78470182E-06
      36 ,       38 , -2.47034296E+00 ,  1.86387386E+00 , -1.97240062E-06 ,  2.20646335E-06
      37 ,       38 , -2.24382746E+00 ,  2.17702299E+00 , -5.16751926E-06 ,  3.84036435E-07
      38 ,       38 , -1.98850361E+00 ,  2.45866073E+00 ,  1.82967131E-05 ,  5.22381111E-06
      39 ,       38 , -1.70915133E+00 ,  2.70682569E+00 , -1.39303092E-06 , -5.94859125E-06
      40 ,       38 , -1.41030254E+00 ,  2.92040381E+00 ,  1.88147692E-05 ,  1.06407725E-05
      41 ,       38 , -1.09611009E+00 ,  3.09893804E+00 ,  1.92654635E-05 , -6.37646160E-07
      42 ,       38 , -7.70287496E-01 ,  3.24243522E+00 ,  1.91434247E-05 , -5.50261525E-06
      43 ,       38 , -4.36106792E-01 ,  3.35118898E+00 ,  6.32471225E-06 , -6.77033070E-06
      44 ,       38 , -9.64405851E-02 ,  3.42563005E+00 , -3.58829989E-05 ,  1.42466557E-05
      45 ,       38 ,  2.46164925E-01 ,  3.46620908E+00 , -1.02576593E-05 , -6.37488471E-05
      46 ,       38 ,  5.89396597E-01 ,  3.47331334E+00 , -1.77526500E-05 ,  2.34155847E-06
      47 ,       38 ,  9.31068849E-01 ,  3.44721743E+00 , -1.04460918E-05 ,  1.81305008E-05
      48 ,       38 ,  1.26901220E+00 ,  3.38806713E+00 , -8.92392997E-06 ,  1.89865911E-05
      49 ,       38 ,  1.60096101E+00 ,  3.29589677E+00 ,  2.90086518E-06 ,  1.46541981E-05
      50 ,       38 ,  1.92444571E+00 ,  3.17068113E+00 ,  3.46316456E-06 ,  9.75385258E-06
      51 ,       38 ,  2.23669599E+00 ,  3.01242345E+00 ,  2.41810128E-05 ,  6.59484789E-06
      52 ,       38 ,  2.53456392E+00 ,  2.82128130E+00 , -2.58908319E-06 ,  1.42670140E-05
      53 ,       38 ,  2.81447860E+00 ,  2.59772992E+00 , -1.26449163E-05 , -1.17343895E-05
      54 ,       38 ,  3.07244715E+00 ,  2.34275912E+00 ,  2.40042178E-06 , -3.45069206E-06
